STARTING NiCd/NiMH CHARGE
Vmax: 10.68, Imax: 0.04, #cells: 6
V;I;tHrs;tMin;tSec;PWM
 9.20;0.03;00:12:10;094
 9.20;0.04;00:12:11;094
 9.20;0.04;00:12:12;094
 9.20;0.04;00:12:13;094
 9.20;0.04;00:12:14;093
 9.20;0.04;00:12:15;094
 9.20;0.04;00:12:16;093
 9.20;0.04;00:12:17;095
 9.20;0.04;00:12:18;094
 9.20;0.03;00:12:19;095
 9.20;0.04;00:12:20;093
 9.20;0.04;00:12:21;093
 9.20;0.04;00:12:22;093
 9.20;0.04;00:12:23;093
 9.20;0.04;00:12:24;093
 9.20;0.04;00:12:25;094
 9.21;0.03;00:12:26;095
 9.20;0.04;00:12:27;095
 9.20;0.04;00:12:28;094
 9.21;0.03;00:12:29;094
 9.20;0.04;00:12:30;094
 9.20;0.04;00:12:31;094
 9.20;0.04;00:12:32;095
 9.21;0.04;00:12:33;094
 9.20;0.04;00:12:34;094
 9.22;0.04;00:12:35;094
 9.21;0.04;00:12:36;095
 9.22;0.04;00:12:37;094
 9.21;0.04;00:12:38;094
 9.22;0.04;00:12:39;093
 9.22;0.03;00:12:40;095
 9.22;0.03;00:12:41;095
 9.22;0.03;00:12:42;098
 9.22;0.04;00:12:43;093
 9.22;0.04;00:12:44;095
 9.22;0.04;00:12:45;095
 9.22;0.04;00:12:46;094
 9.22;0.04;00:12:47;095
 9.22;0.04;00:12:48;095
 9.22;0.03;00:12:49;096
 9.22;0.03;00:12:50;094
 9.22;0.04;00:12:51;093
 9.22;0.03;00:12:52;095
 9.22;0.04;00:12:53;094
 9.22;0.04;00:12:54;095
 9.22;0.04;00:12:55;095
 9.22;0.04;00:12:56;094
 9.22;0.04;00:12:57;094
 9.22;0.04;00:12:58;095
 9.22;0.04;00:12:59;095
 9.22;0.03;00:13:00;097
 9.22;0.03;00:13:01;097
 9.22;0.03;00:13:02;096
 9.22;0.03;00:13:03;096
 9.22;0.03;00:13:04;096
